school_name,nces_school_id,district,metro,state,entity_type,school_level,school_url,main_office_phone,main_office_email,principal_name,principal_title,principal_email,principal_phone,counselor_name,counselor_email,media_specialist_name,media_specialist_email,coach_name,coach_email,coach_role,sources,people_last_verified_at,status
Johnson County Middle School,130312002400,Johnson County Schools,Dublin,GA,traditional,middle,,(478)864-2222,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Clifton Ridge Middle School,130315002502,Jones County Schools,Macon,GA,traditional,middle,,(478)743-5182,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Dames Ferry Elementary School,130315002272,Jones County Schools,Macon,GA,traditional,elementary,,(478)986-2023,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Gray Elementary School,130315001277,Jones County Schools,Macon,GA,traditional,elementary,,(478)986-6295,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Gray Station Middle School,130315003424,Jones County Schools,Macon,GA,traditional,middle,,(478)986-2090,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Jones County High School,130315001279,Jones County Schools,Macon,GA,traditional,high,https://jchs.jones.k12.ga.us/,(478)986-5444,,Dennis Woolfolk,Principal,dwoolfolk@jones.k12.ga.us,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://jchs.jones.k12.ga.us/apps/pages/index.jsp?pREC_ID=1019161&termREC_ID=&type=d&uREC_ID=532295,2026-09-07,verified
Mattie Wells Elementary School,130315002503,Jones County Schools,Macon,GA,traditional,elementary,,(478)742-5959,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Turner Woods Elementary School,130315004018,Jones County Schools,Macon,GA,traditional,elementary,,(478)986-2222,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lamar County Elementary School,130321003425,Lamar County Schools,Rural Middle Georgia,GA,traditional,elementary,,(770)358-5556,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lamar County High School,130321001294,Lamar County Schools,Rural Middle Georgia,GA,traditional,high,,(770)358-8641,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lamar County Middle School,130321002273,Lamar County Schools,Rural Middle Georgia,GA,traditional,middle,,(770)358-8652,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lamar County Primary School,130321002084,Lamar County Schools,Rural Middle Georgia,GA,traditional,elementary,,(770)358-8661,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lanier County Elementary School,130324003829,Lanier County Schools,Valdosta,GA,traditional,elementary,,(229)482-3870,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lanier County High School,130324002403,Lanier County Schools,Valdosta,GA,traditional,high,https://lchs.lanier.k12.ga.us/,(229)482-3868,,Matt Weaver,Principal,matt.weaver@lanier.k12.ga.us,(229) 482-3868,April Gano,april.gano@lanier.k12.ga.us,Bridget Tomlinson,bridget.tomlinson@lanier.k12.ga.us,,,,https://lchs.lanier.k12.ga.us/facultystaff,2026-09-07,verified
Lanier County Middle School,130324002402,Lanier County Schools,Valdosta,GA,traditional,middle,,(229)482-8247,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
East Laurens Elementary School,130189000880,Laurens County Schools,Dublin,GA,traditional,elementary,,(478)272-8612,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
East Laurens High School,130189001707,Laurens County Schools,Dublin,GA,traditional,high,,(478)272-3144,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
East Laurens Middle School,130189001729,Laurens County Schools,Dublin,GA,traditional,middle,,(478)272-1201,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
East Laurens Primary School,130189002934,Laurens County Schools,Dublin,GA,traditional,elementary,,(478)272-4440,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Northwest Laurens Elementary,130189000875,Laurens County Schools,Dublin,GA,traditional,elementary,,(478)676-3475,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Southwest Laurens Elementary,130189000879,Laurens County Schools,Dublin,GA,traditional,elementary,,(478)984-4276,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
West Laurens High School,130189003887,Laurens County Schools,Dublin,GA,traditional,high,,(478)875-1000,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
West Laurens Middle School,130189000878,Laurens County Schools,Dublin,GA,traditional,middle,,(478)272-8452,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Kinchafoonee Primary School,130327001731,Lee County Schools,Albany,GA,traditional,elementary,,(229)903-2200,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lee County Elementary School,130327001298,Lee County Schools,Albany,GA,traditional,elementary,,(229)903-2220,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lee County High School,130327000057,Lee County Schools,Albany,GA,traditional,high,https://lchs.lee.k12.ga.us/,(229)903-2260,,Melissa Edwards,Principal,edwardsme@lee.k12.ga.us,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://lchs.lee.k12.ga.us/lchs-faculty-staff/administration|https://lchs.lee.k12.ga.us/lchs-faculty-staff/faculty-staff,2026-09-07,verified
Lee County Middle School East,130327004128,Lee County Schools,Albany,GA,traditional,middle,,(229)903-3500,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lee County Middle School West,130327000146,Lee County Schools,Albany,GA,traditional,middle,,(229)903-2140,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lee County Primary School,130327001982,Lee County Schools,Albany,GA,traditional,elementary,,(229)903-2180,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lee High School 9th Grade Campus,130327003761,Lee County Schools,Albany,GA,traditional,high,https://lchs-9th.lee.k12.ga.us/,(229)903-3590,,Ginger Lawrence,Principal,lawrencegi@lee.k12.ga.us,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://lchs-9th.lee.k12.ga.us/lchs-9th-faculty-staff/principal,2026-09-07,verified
Twin Oaks Elementary,130327000206,Lee County Schools,Albany,GA,traditional,elementary,,(229)903-2240,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Bradwell Institute,130330001303,Liberty County Schools,Hinesville,GA,traditional,high,https://bradwellinstitute.org/,(912)876-6121,,Dr. C. Mary Ryan,Principal,,(912) 876-6121,,,,,,,,https://bradwellinstitute.org/index.jsp|https://www.libertyschools.org/apps/pages/index.jsp?type=d&uREC_ID=200898,2026-09-07,verified
Button Gwinnett Elementary School,130330001301,Liberty County Schools,Hinesville,GA,traditional,elementary,,(912)876-0146,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Frank Long Elementary School,130330001326,Liberty County Schools,Hinesville,GA,traditional,elementary,,(912)368-3595,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Joseph Martin Elementary School,130330002046,Liberty County Schools,Hinesville,GA,traditional,elementary,,(912)368-3114,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lewis Frasier Middle School,130330001736,Liberty County Schools,Hinesville,GA,traditional,middle,,(912)877-5367,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Liberty County High School,130330002182,Liberty County Schools,Hinesville,GA,traditional,high,https://www.libertyschools.org/,(912)876-4316,,Debra Frazier,Principal,dbfrazier@liberty.k12.ga.us,(912) 876-4316,,,,,,,,https://www.libertyschools.org/TitleIX/TitleIXLiaisons.pdf,2026-09-07,verified
Liberty Elementary School,130330001305,Liberty County Schools,Hinesville,GA,traditional,elementary,,(912)884-3326,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lyman Hall Elementary School,130330001911,Liberty County Schools,Hinesville,GA,traditional,elementary,,(912)368-3348,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Midway Middle School,130330002504,Liberty County Schools,Hinesville,GA,traditional,middle,,(912)884-6677,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Snelson-Golden Middle School,130330001007,Liberty County Schools,Hinesville,GA,traditional,middle,,(912)877-3112,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Taylors Creek Elementary School,130330000436,Liberty County Schools,Hinesville,GA,traditional,elementary,,(912)369-0378,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Waldo Pafford Elementary School,130330002406,Liberty County Schools,Hinesville,GA,traditional,elementary,,(912)877-4188,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lincoln County Elementary School,130333001308,Lincoln County Schools,Augusta,GA,traditional,elementary,,(706)359-3449,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lincoln County High School,130333002408,Lincoln County Schools,Augusta,GA,traditional,high,https://lchs.lincolncountyschools.org/,(706)359-3121,,Stephanie Jordan,Principal,sjordan@lcboe.us,(706) 359-3121,India Freeman,ifreeman@lcboe.us,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://lchs.lincolncountyschools.org/staff|https://lchs.lincolncountyschools.org/,2026-09-07,verified
Lincoln County Middle School,130333002407,Lincoln County Schools,Augusta,GA,traditional,middle,,(706)359-3069,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Long County High School,130336001371,Long County Schools,Hinesville,GA,traditional,high,,(912)545-2135,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Long County Middle School,130336004120,Long County Schools,Hinesville,GA,traditional,middle,,(912)545-2069,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
McClelland Elementary School,130336004323,Long County Schools,Hinesville,GA,traditional,elementary,,(912)545-7910,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Smiley Elementary School,130336002409,Long County Schools,Hinesville,GA,traditional,elementary,,(912)545-2147,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Clyattville Elementary School,130339001316,Lowndes County Schools,Valdosta,GA,traditional,elementary,,(229)316-8602,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Dewar Elementary,130339002410,Lowndes County Schools,Valdosta,GA,traditional,elementary,,(229)219-1370,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Hahira Elementary School,130339001314,Lowndes County Schools,Valdosta,GA,traditional,elementary,,(229)316-8600,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Hahira Middle School,130339001313,Lowndes County Schools,Valdosta,GA,traditional,middle,,(229)316-8601,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lake Park Elementary School,130339001311,Lowndes County Schools,Valdosta,GA,traditional,elementary,,(229)316-8603,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Lowndes High School,130339001310,Lowndes County Schools,Valdosta,GA,traditional,high,https://lhs.lowndes.k12.ga.us/o/lhs,(229)245-2260,,Krista Pearson,Principal,kristapearson@lowndes.k12.ga.us,(229) 245-2260,,,,,,,,https://lhs.lowndes.k12.ga.us/o/lhs/page/administrators|https://www.lowndes.k12.ga.us/o/lcs/page/dexter-mosely-act,2026-09-07,verified
Lowndes Middle School,130339001315,Lowndes County Schools,Valdosta,GA,traditional,middle,,(229)245-2280,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Moulton-Branch Elementary School,130339001010,Lowndes County Schools,Valdosta,GA,traditional,elementary,,(229)245-2294,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Pine Grove Elementary School,130339001317,Lowndes County Schools,Valdosta,GA,traditional,elementary,,(229)245-2297,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Pine Grove Middle School,130339003904,Lowndes County Schools,Valdosta,GA,traditional,middle,,(229)219-3234,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Westside Elementary School,130339003788,Lowndes County Schools,Valdosta,GA,traditional,elementary,,(229)245-2289,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
